date,date_type,trading_hours_start,trading_hours_end,settlement_start,settlement_end,roll_countdown,Rapeseed_N0,Rapeseed_N1,Rapeseed_N2,Rapeseed_N3,Rapeseed_N4,Rapeseed_N5,Rapeseed_N6
2004-02-18,O,2004-02-18 04:45:00,2004-02-18 12:30:00,2004-02-18 12:29:00,2004-02-18 12:30:00,95,,200408,200411,200502,200505,200508,200511
2004-02-19,O,2004-02-19 04:45:00,2004-02-19 12:30:00,2004-02-19 12:29:00,2004-02-19 12:30:00,94,,200408,200411,200502,200505,200508,200511
2004-02-20,O,2004-02-20 04:45:00,2004-02-20 12:30:00,2004-02-20 12:29:00,2004-02-20 12:30:00,93,,200408,200411,200502,200505,200508,200511
2004-02-23,O,2004-02-23 04:45:00,2004-02-23 12:30:00,2004-02-23 12:29:00,2004-02-23 12:30:00,92,,200408,200411,200502,200505,200508,200511
2004-02-24,O,2004-02-24 04:45:00,2004-02-24 12:30:00,2004-02-24 12:29:00,2004-02-24 12:30:00,91,,200408,200411,200502,200505,200508,200511
2004-02-25,O,2004-02-25 04:45:00,2004-02-25 12:30:00,2004-02-25 12:29:00,2004-02-25 12:30:00,90,,200408,200411,200502,200505,200508,200511
2004-02-26,O,2004-02-26 04:45:00,2004-02-26 12:30:00,2004-02-26 12:29:00,2004-02-26 12:30:00,89,,200408,200411,200502,200505,200508,200511
2004-02-27,O,2004-02-27 04:45:00,2004-02-27 12:30:00,2004-02-27 12:29:00,2004-02-27 12:30:00,88,,200408,200411,200502,200505,200508,200511
2004-03-01,O,2004-03-01 04:45:00,2004-03-01 12:30:00,2004-03-01 12:29:00,2004-03-01 12:30:00,87,,200408,200411,200502,200505,200508,200511
2004-03-02,O,2004-03-02 04:45:00,2004-03-02 12:30:00,2004-03-02 12:29:00,2004-03-02 12:30:00,86,,200408,200411,200502,200505,200508,200511
2004-03-03,O,2004-03-03 04:45:00,2004-03-03 12:30:00,2004-03-03 12:29:00,2004-03-03 12:30:00,85,,200408,200411,200502,200505,200508,200511
2004-03-04,O,2004-03-04 04:45:00,2004-03-04 12:30:00,2004-03-04 12:29:00,2004-03-04 12:30:00,84,,200408,200411,200502,200505,200508,200511
2004-03-05,O,2004-03-05 04:45:00,2004-03-05 12:30:00,2004-03-05 12:29:00,2004-03-05 12:30:00,83,,200408,200411,200502,200505,200508,200511
2004-03-08,O,2004-03-08 04:45:00,2004-03-08 12:30:00,2004-03-08 12:29:00,2004-03-08 12:30:00,82,,200408,200411,200502,200505,200508,200511
2004-03-09,O,2004-03-09 04:45:00,2004-03-09 12:30:00,2004-03-09 12:29:00,2004-03-09 12:30:00,81,,200408,200411,200502,200505,200508,200511
2004-03-10,O,2004-03-10 04:45:00,2004-03-10 12:30:00,2004-03-10 12:29:00,2004-03-10 12:30:00,80,,200408,200411,200502,200505,200508,200511
2004-03-11,O,2004-03-11 04:45:00,2004-03-11 12:30:00,2004-03-11 12:29:00,2004-03-11 12:30:00,79,,200408,200411,200502,200505,200508,200511
2004-03-12,O,2004-03-12 04:45:00,2004-03-12 12:30:00,2004-03-12 12:29:00,2004-03-12 12:30:00,78,,200408,200411,200502,200505,200508,200511
2004-03-15,O,2004-03-15 04:45:00,2004-03-15 12:30:00,2004-03-15 12:29:00,2004-03-15 12:30:00,77,,200408,200411,200502,200505,200508,200511
2004-03-16,O,2004-03-16 04:45:00,2004-03-16 12:30:00,2004-03-16 12:29:00,2004-03-16 12:30:00,76,,200408,200411,200502,200505,200508,200511
2004-03-17,O,2004-03-17 04:45:00,2004-03-17 12:30:00,2004-03-17 12:29:00,2004-03-17 12:30:00,75,,200408,200411,200502,200505,200508,200511
2004-03-18,O,2004-03-18 04:45:00,2004-03-18 12:30:00,2004-03-18 12:29:00,2004-03-18 12:30:00,74,,200408,200411,200502,200505,200508,200511
2004-03-19,O,2004-03-19 04:45:00,2004-03-19 12:30:00,2004-03-19 12:29:00,2004-03-19 12:30:00,73,,200408,200411,200502,200505,200508,200511
2004-03-22,O,2004-03-22 04:45:00,2004-03-22 12:30:00,2004-03-22 12:29:00,2004-03-22 12:30:00,72,,200408,200411,200502,200505,200508,200511
2004-03-23,O,2004-03-23 04:45:00,2004-03-23 12:30:00,2004-03-23 12:29:00,2004-03-23 12:30:00,71,,200408,200411,200502,200505,200508,200511
2004-03-24,O,2004-03-24 04:45:00,2004-03-24 12:30:00,2004-03-24 12:29:00,2004-03-24 12:30:00,70,,200408,200411,200502,200505,200508,200511
2004-03-25,O,2004-03-25 04:45:00,2004-03-25 12:30:00,2004-03-25 12:29:00,2004-03-25 12:30:00,69,,200408,200411,200502,200505,200508,200511
2004-03-26,O,2004-03-26 04:45:00,2004-03-26 12:30:00,2004-03-26 12:29:00,2004-03-26 12:30:00,68,,200408,200411,200502,200505,200508,200511
2004-03-29,O,2004-03-29 03:45:00,2004-03-29 11:30:00,2004-03-29 11:29:00,2004-03-29 11:30:00,67,,200408,200411,200502,200505,200508,200511
2004-03-30,O,2004-03-30 03:45:00,2004-03-30 11:30:00,2004-03-30 11:29:00,2004-03-30 11:30:00,66,,200408,200411,200502,200505,200508,200511
2004-03-31,O,2004-03-31 03:45:00,2004-03-31 11:30:00,2004-03-31 11:29:00,2004-03-31 11:30:00,65,,200408,200411,200502,200505,200508,200511
2004-04-01,O,2004-04-01 03:45:00,2004-04-01 11:30:00,2004-04-01 11:29:00,2004-04-01 11:30:00,64,,200408,200411,200502,200505,200508,200511
2004-04-02,O,2004-04-02 03:45:00,2004-04-02 11:30:00,2004-04-02 11:29:00,2004-04-02 11:30:00,63,,200408,200411,200502,200505,200508,200511
2004-04-05,O,2004-04-05 04:45:00,2004-04-05 12:30:00,2004-04-05 12:29:00,2004-04-05 12:30:00,62,,200408,200411,200502,200505,200508,200511
2004-04-06,O,2004-04-06 04:45:00,2004-04-06 12:30:00,2004-04-06 12:29:00,2004-04-06 12:30:00,61,,200408,200411,200502,200505,200508,200511
2004-04-07,O,2004-04-07 04:45:00,2004-04-07 12:30:00,2004-04-07 12:29:00,2004-04-07 12:30:00,60,,200408,200411,200502,200505,200508,200511
2004-04-08,O,2004-04-08 04:45:00,2004-04-08 12:30:00,2004-04-08 12:29:00,2004-04-08 12:30:00,59,,200408,200411,200502,200505,200508,200511
2004-04-09,X,,,,,,,,,,,,
2004-04-12,X,,,,,,,,,,,,
2004-04-13,O,2004-04-13 04:45:00,2004-04-13 12:30:00,2004-04-13 12:29:00,2004-04-13 12:30:00,58,,200408,200411,200502,200505,200508,200511
2004-04-14,O,2004-04-14 04:45:00,2004-04-14 12:30:00,2004-04-14 12:29:00,2004-04-14 12:30:00,57,,200408,200411,200502,200505,200508,200511
2004-04-15,O,2004-04-15 04:45:00,2004-04-15 12:30:00,2004-04-15 12:29:00,2004-04-15 12:30:00,56,,200408,200411,200502,200505,200508,200511
2004-04-16,O,2004-04-16 04:45:00,2004-04-16 12:30:00,2004-04-16 12:29:00,2004-04-16 12:30:00,55,,200408,200411,200502,200505,200508,200511
2004-04-19,O,2004-04-19 04:45:00,2004-04-19 12:30:00,2004-04-19 12:29:00,2004-04-19 12:30:00,54,,200408,200411,200502,200505,200508,200511
2004-04-20,O,2004-04-20 04:45:00,2004-04-20 12:30:00,2004-04-20 12:29:00,2004-04-20 12:30:00,53,,200408,200411,200502,200505,200508,200511
2004-04-21,O,2004-04-21 04:45:00,2004-04-21 12:30:00,2004-04-21 12:29:00,2004-04-21 12:30:00,52,,200408,200411,200502,200505,200508,200511
2004-04-22,O,2004-04-22 04:45:00,2004-04-22 12:30:00,2004-04-22 12:29:00,2004-04-22 12:30:00,51,,200408,200411,200502,200505,200508,200511
2004-04-23,O,2004-04-23 04:45:00,2004-04-23 12:30:00,2004-04-23 12:29:00,2004-04-23 12:30:00,50,,200408,200411,200502,200505,200508,200511
2004-04-26,O,2004-04-26 04:45:00,2004-04-26 12:30:00,2004-04-26 12:29:00,2004-04-26 12:30:00,49,,200408,200411,200502,200505,200508,200511
2004-04-27,O,2004-04-27 04:45:00,2004-04-27 12:30:00,2004-04-27 12:29:00,2004-04-27 12:30:00,48,,200408,200411,200502,200505,200508,200511
2004-04-28,O,2004-04-28 04:45:00,2004-04-28 12:30:00,2004-04-28 12:29:00,2004-04-28 12:30:00,47,,200408,200411,200502,200505,200508,200511
2004-04-29,O,2004-04-29 04:45:00,2004-04-29 12:30:00,2004-04-29 12:29:00,2004-04-29 12:30:00,46,,200408,200411,200502,200505,200508,200511
2004-04-30,O,2004-04-30 04:45:00,2004-04-30 12:30:00,2004-04-30 12:29:00,2004-04-30 12:30:00,45,,200408,200411,200502,200505,200508,200511
2004-05-03,O,2004-05-03 04:45:00,2004-05-03 12:30:00,2004-05-03 12:29:00,2004-05-03 12:30:00,44,,200408,200411,200502,200505,200508,200511
2004-05-04,O,2004-05-04 04:45:00,2004-05-04 12:30:00,2004-05-04 12:29:00,2004-05-04 12:30:00,43,,200408,200411,200502,200505,200508,200511
2004-05-05,O,2004-05-05 04:45:00,2004-05-05 12:30:00,2004-05-05 12:29:00,2004-05-05 12:30:00,42,,200408,200411,200502,200505,200508,200511
2004-05-06,O,2004-05-06 04:45:00,2004-05-06 12:30:00,2004-05-06 12:29:00,2004-05-06 12:30:00,41,,200408,200411,200502,200505,200508,200511
2004-05-07,O,2004-05-07 04:45:00,2004-05-07 12:30:00,2004-05-07 12:29:00,2004-05-07 12:30:00,40,,200408,200411,200502,200505,200508,200511
2004-05-10,O,2004-05-10 04:45:00,2004-05-10 12:30:00,2004-05-10 12:29:00,2004-05-10 12:30:00,39,,200408,200411,200502,200505,200508,200511
2004-05-11,O,2004-05-11 04:45:00,2004-05-11 12:30:00,2004-05-11 12:29:00,2004-05-11 12:30:00,38,,200408,200411,200502,200505,200508,200511
2004-05-12,O,2004-05-12 04:45:00,2004-05-12 12:30:00,2004-05-12 12:29:00,2004-05-12 12:30:00,37,,200408,200411,200502,200505,200508,200511
2004-05-13,O,2004-05-13 04:45:00,2004-05-13 12:30:00,2004-05-13 12:29:00,2004-05-13 12:30:00,36,,200408,200411,200502,200505,200508,200511
2004-05-14,O,2004-05-14 04:45:00,2004-05-14 12:30:00,2004-05-14 12:29:00,2004-05-14 12:30:00,35,,200408,200411,200502,200505,200508,200511
2004-05-17,O,2004-05-17 04:45:00,2004-05-17 12:30:00,2004-05-17 12:29:00,2004-05-17 12:30:00,34,,200408,200411,200502,200505,200508,200511
2004-05-18,O,2004-05-18 04:45:00,2004-05-18 12:30:00,2004-05-18 12:29:00,2004-05-18 12:30:00,33,,200408,200411,200502,200505,200508,200511
2004-05-19,O,2004-05-19 04:45:00,2004-05-19 12:30:00,2004-05-19 12:29:00,2004-05-19 12:30:00,32,,200408,200411,200502,200505,200508,200511
2004-05-20,O,2004-05-20 04:45:00,2004-05-20 12:30:00,2004-05-20 12:29:00,2004-05-20 12:30:00,31,,200408,200411,200502,200505,200508,200511
2004-05-21,O,2004-05-21 04:45:00,2004-05-21 12:30:00,2004-05-21 12:29:00,2004-05-21 12:30:00,30,,200408,200411,200502,200505,200508,200511
2004-05-24,O,2004-05-24 04:45:00,2004-05-24 12:30:00,2004-05-24 12:29:00,2004-05-24 12:30:00,29,,200408,200411,200502,200505,200508,200511
2004-05-25,O,2004-05-25 04:45:00,2004-05-25 12:30:00,2004-05-25 12:29:00,2004-05-25 12:30:00,28,,200408,200411,200502,200505,200508,200511
2004-05-26,O,2004-05-26 04:45:00,2004-05-26 12:30:00,2004-05-26 12:29:00,2004-05-26 12:30:00,27,,200408,200411,200502,200505,200508,200511
2004-05-27,O,2004-05-27 04:45:00,2004-05-27 12:30:00,2004-05-27 12:29:00,2004-05-27 12:30:00,26,,200408,200411,200502,200505,200508,200511
2004-05-28,O,2004-05-28 04:45:00,2004-05-28 12:30:00,2004-05-28 12:29:00,2004-05-28 12:30:00,25,,200408,200411,200502,200505,200508,200511
2004-05-31,O,2004-05-31 04:45:00,2004-05-31 12:30:00,2004-05-31 12:29:00,2004-05-31 12:30:00,24,,200408,200411,200502,200505,200508,200511
2004-06-01,O,2004-06-01 04:45:00,2004-06-01 12:30:00,2004-06-01 12:29:00,2004-06-01 12:30:00,23,,200408,200411,200502,200505,200508,200511
2004-06-02,O,2004-06-02 04:45:00,2004-06-02 12:30:00,2004-06-02 12:29:00,2004-06-02 12:30:00,22,,200408,200411,200502,200505,200508,200511
2004-06-03,O,2004-06-03 04:45:00,2004-06-03 12:30:00,2004-06-03 12:29:00,2004-06-03 12:30:00,21,,200408,200411,200502,200505,200508,200511
2004-06-04,O,2004-06-04 04:45:00,2004-06-04 12:30:00,2004-06-04 12:29:00,2004-06-04 12:30:00,20,,200408,200411,200502,200505,200508,200511
2004-06-07,O,2004-06-07 04:45:00,2004-06-07 12:30:00,2004-06-07 12:29:00,2004-06-07 12:30:00,19,,200408,200411,200502,200505,200508,200511
2004-06-08,O,2004-06-08 04:45:00,2004-06-08 12:30:00,2004-06-08 12:29:00,2004-06-08 12:30:00,18,,200408,200411,200502,200505,200508,200511
2004-06-09,O,2004-06-09 04:45:00,2004-06-09 12:30:00,2004-06-09 12:29:00,2004-06-09 12:30:00,17,,200408,200411,200502,200505,200508,200511
2004-06-10,O,2004-06-10 04:45:00,2004-06-10 12:30:00,2004-06-10 12:29:00,2004-06-10 12:30:00,16,,200408,200411,200502,200505,200508,200511
2004-06-11,O,2004-06-11 04:45:00,2004-06-11 12:30:00,2004-06-11 12:29:00,2004-06-11 12:30:00,15,,200408,200411,200502,200505,200508,200511
2004-06-14,O,2004-06-14 04:45:00,2004-06-14 12:30:00,2004-06-14 12:29:00,2004-06-14 12:30:00,14,,200408,200411,200502,200505,200508,200511
2004-06-15,O,2004-06-15 04:45:00,2004-06-15 12:30:00,2004-06-15 12:29:00,2004-06-15 12:30:00,13,,200408,200411,200502,200505,200508,200511
2004-06-16,O,2004-06-16 04:45:00,2004-06-16 12:30:00,2004-06-16 12:29:00,2004-06-16 12:30:00,12,,200408,200411,200502,200505,200508,200511
2004-06-17,O,2004-06-17 04:45:00,2004-06-17 12:30:00,2004-06-17 12:29:00,2004-06-17 12:30:00,11,,200408,200411,200502,200505,200508,200511
2004-06-18,O,2004-06-18 04:45:00,2004-06-18 12:30:00,2004-06-18 12:29:00,2004-06-18 12:30:00,10,,200408,200411,200502,200505,200508,200511
2004-06-21,O,2004-06-21 04:45:00,2004-06-21 12:30:00,2004-06-21 12:29:00,2004-06-21 12:30:00,9,,200408,200411,200502,200505,200508,200511
2004-06-22,O,2004-06-22 04:45:00,2004-06-22 12:30:00,2004-06-22 12:29:00,2004-06-22 12:30:00,8,,200408,200411,200502,200505,200508,200511
2004-06-23,O,2004-06-23 04:45:00,2004-06-23 12:30:00,2004-06-23 12:29:00,2004-06-23 12:30:00,7,,200408,200411,200502,200505,200508,200511
2004-06-24,O,2004-06-24 04:45:00,2004-06-24 12:30:00,2004-06-24 12:29:00,2004-06-24 12:30:00,6,,200408,200411,200502,200505,200508,200511
2004-06-25,O,2004-06-25 04:45:00,2004-06-25 12:30:00,2004-06-25 12:29:00,2004-06-25 12:30:00,5,,200408,200411,200502,200505,200508,200511
2004-06-28,O,2004-06-28 04:45:00,2004-06-28 12:30:00,2004-06-28 12:29:00,2004-06-28 12:30:00,4,,200408,200411,200502,200505,200508,200511
2004-06-29,O,2004-06-29 04:45:00,2004-06-29 12:30:00,2004-06-29 12:29:00,2004-06-29 12:30:00,3,,200408,200411,200502,200505,200508,200511
2004-06-30,O,2004-06-30 04:45:00,2004-06-30 12:30:00,2004-06-30 12:29:00,2004-06-30 12:30:00,2,,200408,200411,200502,200505,200508,200511
2004-07-01,O,2004-07-01 04:45:00,2004-07-01 12:30:00,2004-07-01 12:29:00,2004-07-01 12:30:00,1,,200408,200411,200502,200505,200508,200511
2004-07-02,O,2004-07-02 04:45:00,2004-07-02 12:30:00,2004-07-02 12:29:00,2004-07-02 12:30:00,0,,200408,200411,200502,200505,200508,200511
2004-07-05,O,2004-07-05 04:45:00,2004-07-05 12:30:00,2004-07-05 12:29:00,2004-07-05 12:30:00,64,200408,200411,200502,200505,200508,200511,200602
2004-07-06,O,2004-07-06 04:45:00,2004-07-06 12:30:00,2004-07-06 12:29:00,2004-07-06 12:30:00,63,200408,200411,200502,200505,200508,200511,200602
2004-07-07,O,2004-07-07 04:45:00,2004-07-07 12:30:00,2004-07-07 12:29:00,2004-07-07 12:30:00,62,200408,200411,200502,200505,200508,200511,200602
2004-07-08,O,2004-07-08 04:45:00,2004-07-08 12:30:00,2004-07-08 12:29:00,2004-07-08 12:30:00,61,200408,200411,200502,200505,200508,200511,200602
2004-07-09,O,2004-07-09 04:45:00,2004-07-09 12:30:00,2004-07-09 12:29:00,2004-07-09 12:30:00,60,200408,200411,200502,200505,200508,200511,200602
2004-07-12,O,2004-07-12 04:45:00,2004-07-12 12:30:00,2004-07-12 12:29:00,2004-07-12 12:30:00,59,200408,200411,200502,200505,200508,200511,200602
2004-07-13,O,2004-07-13 04:45:00,2004-07-13 12:30:00,2004-07-13 12:29:00,2004-07-13 12:30:00,58,200408,200411,200502,200505,200508,200511,200602
2004-07-14,O,2004-07-14 04:45:00,2004-07-14 12:30:00,2004-07-14 12:29:00,2004-07-14 12:30:00,57,200408,200411,200502,200505,200508,200511,200602
2004-07-15,O,2004-07-15 04:45:00,2004-07-15 12:30:00,2004-07-15 12:29:00,2004-07-15 12:30:00,56,200408,200411,200502,200505,200508,200511,200602
2004-07-16,O,2004-07-16 04:45:00,2004-07-16 12:30:00,2004-07-16 12:29:00,2004-07-16 12:30:00,55,200408,200411,200502,200505,200508,200511,200602
2004-07-19,O,2004-07-19 04:45:00,2004-07-19 12:30:00,2004-07-19 12:29:00,2004-07-19 12:30:00,54,200408,200411,200502,200505,200508,200511,200602
2004-07-20,O,2004-07-20 04:45:00,2004-07-20 12:30:00,2004-07-20 12:29:00,2004-07-20 12:30:00,53,200408,200411,200502,200505,200508,200511,200602
2004-07-21,O,2004-07-21 04:45:00,2004-07-21 12:30:00,2004-07-21 12:29:00,2004-07-21 12:30:00,52,200408,200411,200502,200505,200508,200511,200602
2004-07-22,O,2004-07-22 04:45:00,2004-07-22 12:30:00,2004-07-22 12:29:00,2004-07-22 12:30:00,51,200408,200411,200502,200505,200508,200511,200602
2004-07-23,O,2004-07-23 04:45:00,2004-07-23 12:30:00,2004-07-23 12:29:00,2004-07-23 12:30:00,50,200408,200411,200502,200505,200508,200511,200602
2004-07-26,O,2004-07-26 04:45:00,2004-07-26 12:30:00,2004-07-26 12:29:00,2004-07-26 12:30:00,49,200408,200411,200502,200505,200508,200511,200602
2004-07-27,O,2004-07-27 04:45:00,2004-07-27 12:30:00,2004-07-27 12:29:00,2004-07-27 12:30:00,48,200408,200411,200502,200505,200508,200511,200602
2004-07-28,O,2004-07-28 04:45:00,2004-07-28 12:30:00,2004-07-28 12:29:00,2004-07-28 12:30:00,47,200408,200411,200502,200505,200508,200511,200602
2004-07-29,O,2004-07-29 04:45:00,2004-07-29 12:30:00,2004-07-29 12:29:00,2004-07-29 12:30:00,46,200408,200411,200502,200505,200508,200511,200602
2004-07-30,O,2004-07-30 04:45:00,2004-07-30 12:30:00,2004-07-30 12:29:00,2004-07-30 12:30:00,45,200408,200411,200502,200505,200508,200511,200602
2004-08-02,O,2004-08-02 04:45:00,2004-08-02 12:30:00,2004-08-02 12:29:00,2004-08-02 12:30:00,44,,200411,200502,200505,200508,200511,200602
2004-08-03,O,2004-08-03 04:45:00,2004-08-03 12:30:00,2004-08-03 12:29:00,2004-08-03 12:30:00,43,,200411,200502,200505,200508,200511,200602
2004-08-04,O,2004-08-04 04:45:00,2004-08-04 12:30:00,2004-08-04 12:29:00,2004-08-04 12:30:00,42,,200411,200502,200505,200508,200511,200602
2004-08-05,O,2004-08-05 04:45:00,2004-08-05 12:30:00,2004-08-05 12:29:00,2004-08-05 12:30:00,41,,200411,200502,200505,200508,200511,200602
2004-08-06,O,2004-08-06 04:45:00,2004-08-06 12:30:00,2004-08-06 12:29:00,2004-08-06 12:30:00,40,,200411,200502,200505,200508,200511,200602
2004-08-09,O,2004-08-09 04:45:00,2004-08-09 12:30:00,2004-08-09 12:29:00,2004-08-09 12:30:00,39,,200411,200502,200505,200508,200511,200602
2004-08-10,O,2004-08-10 04:45:00,2004-08-10 12:30:00,2004-08-10 12:29:00,2004-08-10 12:30:00,38,,200411,200502,200505,200508,200511,200602
2004-08-11,O,2004-08-11 04:45:00,2004-08-11 12:30:00,2004-08-11 12:29:00,2004-08-11 12:30:00,37,,200411,200502,200505,200508,200511,200602
2004-08-12,O,2004-08-12 04:45:00,2004-08-12 12:30:00,2004-08-12 12:29:00,2004-08-12 12:30:00,36,,200411,200502,200505,200508,200511,200602
2004-08-13,O,2004-08-13 04:45:00,2004-08-13 12:30:00,2004-08-13 12:29:00,2004-08-13 12:30:00,35,,200411,200502,200505,200508,200511,200602
2004-08-16,O,2004-08-16 04:45:00,2004-08-16 12:30:00,2004-08-16 12:29:00,2004-08-16 12:30:00,34,,200411,200502,200505,200508,200511,200602
2004-08-17,O,2004-08-17 04:45:00,2004-08-17 12:30:00,2004-08-17 12:29:00,2004-08-17 12:30:00,33,,200411,200502,200505,200508,200511,200602
2004-08-18,O,2004-08-18 04:45:00,2004-08-18 12:30:00,2004-08-18 12:29:00,2004-08-18 12:30:00,32,,200411,200502,200505,200508,200511,200602
2004-08-19,O,2004-08-19 04:45:00,2004-08-19 12:30:00,2004-08-19 12:29:00,2004-08-19 12:30:00,31,,200411,200502,200505,200508,200511,200602
2004-08-20,O,2004-08-20 04:45:00,2004-08-20 12:30:00,2004-08-20 12:29:00,2004-08-20 12:30:00,30,,200411,200502,200505,200508,200511,200602
2004-08-23,O,2004-08-23 04:45:00,2004-08-23 12:30:00,2004-08-23 12:29:00,2004-08-23 12:30:00,29,,200411,200502,200505,200508,200511,200602
2004-08-24,O,2004-08-24 04:45:00,2004-08-24 12:30:00,2004-08-24 12:29:00,2004-08-24 12:30:00,28,,200411,200502,200505,200508,200511,200602
2004-08-25,O,2004-08-25 04:45:00,2004-08-25 12:30:00,2004-08-25 12:29:00,2004-08-25 12:30:00,27,,200411,200502,200505,200508,200511,200602
2004-08-26,O,2004-08-26 04:45:00,2004-08-26 12:30:00,2004-08-26 12:29:00,2004-08-26 12:30:00,26,,200411,200502,200505,200508,200511,200602
2004-08-27,O,2004-08-27 04:45:00,2004-08-27 12:30:00,2004-08-27 12:29:00,2004-08-27 12:30:00,25,,200411,200502,200505,200508,200511,200602
2004-08-30,O,2004-08-30 04:45:00,2004-08-30 12:30:00,2004-08-30 12:29:00,2004-08-30 12:30:00,24,,200411,200502,200505,200508,200511,200602
2004-08-31,O,2004-08-31 04:45:00,2004-08-31 12:30:00,2004-08-31 12:29:00,2004-08-31 12:30:00,23,,200411,200502,200505,200508,200511,200602
2004-09-01,O,2004-09-01 04:45:00,2004-09-01 12:30:00,2004-09-01 12:29:00,2004-09-01 12:30:00,22,,200411,200502,200505,200508,200511,200602
2004-09-02,O,2004-09-02 04:45:00,2004-09-02 12:30:00,2004-09-02 12:29:00,2004-09-02 12:30:00,21,,200411,200502,200505,200508,200511,200602
2004-09-03,O,2004-09-03 04:45:00,2004-09-03 12:30:00,2004-09-03 12:29:00,2004-09-03 12:30:00,20,,200411,200502,200505,200508,200511,200602
2004-09-06,O,2004-09-06 04:45:00,2004-09-06 12:30:00,2004-09-06 12:29:00,2004-09-06 12:30:00,19,,200411,200502,200505,200508,200511,200602
2004-09-07,O,2004-09-07 04:45:00,2004-09-07 12:30:00,2004-09-07 12:29:00,2004-09-07 12:30:00,18,,200411,200502,200505,200508,200511,200602
2004-09-08,O,2004-09-08 04:45:00,2004-09-08 12:30:00,2004-09-08 12:29:00,2004-09-08 12:30:00,17,,200411,200502,200505,200508,200511,200602
2004-09-09,O,2004-09-09 04:45:00,2004-09-09 12:30:00,2004-09-09 12:29:00,2004-09-09 12:30:00,16,,200411,200502,200505,200508,200511,200602
2004-09-10,O,2004-09-10 04:45:00,2004-09-10 12:30:00,2004-09-10 12:29:00,2004-09-10 12:30:00,15,,200411,200502,200505,200508,200511,200602
2004-09-13,O,2004-09-13 04:45:00,2004-09-13 12:30:00,2004-09-13 12:29:00,2004-09-13 12:30:00,14,,200411,200502,200505,200508,200511,200602
2004-09-14,O,2004-09-14 04:45:00,2004-09-14 12:30:00,2004-09-14 12:29:00,2004-09-14 12:30:00,13,,200411,200502,200505,200508,200511,200602
2004-09-15,O,2004-09-15 04:45:00,2004-09-15 12:30:00,2004-09-15 12:29:00,2004-09-15 12:30:00,12,,200411,200502,200505,200508,200511,200602
2004-09-16,O,2004-09-16 04:45:00,2004-09-16 12:30:00,2004-09-16 12:29:00,2004-09-16 12:30:00,11,,200411,200502,200505,200508,200511,200602
2004-09-17,O,2004-09-17 04:45:00,2004-09-17 12:30:00,2004-09-17 12:29:00,2004-09-17 12:30:00,10,,200411,200502,200505,200508,200511,200602
2004-09-20,O,2004-09-20 04:45:00,2004-09-20 12:30:00,2004-09-20 12:29:00,2004-09-20 12:30:00,9,,200411,200502,200505,200508,200511,200602
2004-09-21,O,2004-09-21 04:45:00,2004-09-21 12:30:00,2004-09-21 12:29:00,2004-09-21 12:30:00,8,,200411,200502,200505,200508,200511,200602
2004-09-22,O,2004-09-22 04:45:00,2004-09-22 12:30:00,2004-09-22 12:29:00,2004-09-22 12:30:00,7,,200411,200502,200505,200508,200511,200602
2004-09-23,O,2004-09-23 04:45:00,2004-09-23 12:30:00,2004-09-23 12:29:00,2004-09-23 12:30:00,6,,200411,200502,200505,200508,200511,200602
2004-09-24,O,2004-09-24 04:45:00,2004-09-24 12:30:00,2004-09-24 12:29:00,2004-09-24 12:30:00,5,,200411,200502,200505,200508,200511,200602
2004-09-27,O,2004-09-27 04:45:00,2004-09-27 12:30:00,2004-09-27 12:29:00,2004-09-27 12:30:00,4,,200411,200502,200505,200508,200511,200602
2004-09-28,O,2004-09-28 04:45:00,2004-09-28 12:30:00,2004-09-28 12:29:00,2004-09-28 12:30:00,3,,200411,200502,200505,200508,200511,200602
2004-09-29,O,2004-09-29 04:45:00,2004-09-29 12:30:00,2004-09-29 12:29:00,2004-09-29 12:30:00,2,,200411,200502,200505,200508,200511,200602
2004-09-30,O,2004-09-30 04:45:00,2004-09-30 12:30:00,2004-09-30 12:29:00,2004-09-30 12:30:00,1,,200411,200502,200505,200508,200511,200602
2004-10-01,O,2004-10-01 04:45:00,2004-10-01 12:30:00,2004-10-01 12:29:00,2004-10-01 12:30:00,0,,200411,200502,200505,200508,200511,200602
2004-10-04,O,2004-10-04 04:45:00,2004-10-04 12:30:00,2004-10-04 12:29:00,2004-10-04 12:30:00,65,200411,200502,200505,200508,200511,200602,200605
2004-10-05,O,2004-10-05 04:45:00,2004-10-05 12:30:00,2004-10-05 12:29:00,2004-10-05 12:30:00,64,200411,200502,200505,200508,200511,200602,200605
2004-10-06,O,2004-10-06 04:45:00,2004-10-06 12:30:00,2004-10-06 12:29:00,2004-10-06 12:30:00,63,200411,200502,200505,200508,200511,200602,200605
2004-10-07,O,2004-10-07 04:45:00,2004-10-07 12:30:00,2004-10-07 12:29:00,2004-10-07 12:30:00,62,200411,200502,200505,200508,200511,200602,200605
2004-10-08,O,2004-10-08 04:45:00,2004-10-08 12:30:00,2004-10-08 12:29:00,2004-10-08 12:30:00,61,200411,200502,200505,200508,200511,200602,200605
2004-10-11,O,2004-10-11 04:45:00,2004-10-11 12:30:00,2004-10-11 12:29:00,2004-10-11 12:30:00,60,200411,200502,200505,200508,200511,200602,200605
2004-10-12,O,2004-10-12 04:45:00,2004-10-12 12:30:00,2004-10-12 12:29:00,2004-10-12 12:30:00,59,200411,200502,200505,200508,200511,200602,200605
