date,date_type,trading_hours_start,trading_hours_end,settlement_start,settlement_end,roll_countdown,MillingWheat_N0,MillingWheat_N1,MillingWheat_N2,MillingWheat_N3,MillingWheat_N4,MillingWheat_N5,MillingWheat_N6
2020-01-09,O,2020-01-09 04:45:00,2020-01-09 12:30:00,2020-01-09 12:29:00,2020-01-09 12:30:00,22,,202003,202005,202012,202103,202105,202112
2020-01-10,O,2020-01-10 04:45:00,2020-01-10 12:30:00,2020-01-10 12:29:00,2020-01-10 12:30:00,21,,202003,202005,202012,202103,202105,202112
2020-01-13,O,2020-01-13 04:45:00,2020-01-13 12:30:00,2020-01-13 12:29:00,2020-01-13 12:30:00,20,,202003,202005,202012,202103,202105,202112
2020-01-14,O,2020-01-14 04:45:00,2020-01-14 12:30:00,2020-01-14 12:29:00,2020-01-14 12:30:00,19,,202003,202005,202012,202103,202105,202112
2020-01-15,O,2020-01-15 04:45:00,2020-01-15 12:30:00,2020-01-15 12:29:00,2020-01-15 12:30:00,18,,202003,202005,202012,202103,202105,202112
2020-01-16,O,2020-01-16 04:45:00,2020-01-16 12:30:00,2020-01-16 12:29:00,2020-01-16 12:30:00,17,,202003,202005,202012,202103,202105,202112
2020-01-17,O,2020-01-17 04:45:00,2020-01-17 12:30:00,2020-01-17 12:29:00,2020-01-17 12:30:00,16,,202003,202005,202012,202103,202105,202112
2020-01-20,O,2020-01-20 04:45:00,2020-01-20 12:30:00,2020-01-20 12:29:00,2020-01-20 12:30:00,15,,202003,202005,202012,202103,202105,202112
2020-01-21,O,2020-01-21 04:45:00,2020-01-21 12:30:00,2020-01-21 12:29:00,2020-01-21 12:30:00,14,,202003,202005,202012,202103,202105,202112
2020-01-22,O,2020-01-22 04:45:00,2020-01-22 12:30:00,2020-01-22 12:29:00,2020-01-22 12:30:00,13,,202003,202005,202012,202103,202105,202112
2020-01-23,O,2020-01-23 04:45:00,2020-01-23 12:30:00,2020-01-23 12:29:00,2020-01-23 12:30:00,12,,202003,202005,202012,202103,202105,202112
2020-01-24,O,2020-01-24 04:45:00,2020-01-24 12:30:00,2020-01-24 12:29:00,2020-01-24 12:30:00,11,,202003,202005,202012,202103,202105,202112
2020-01-27,O,2020-01-27 04:45:00,2020-01-27 12:30:00,2020-01-27 12:29:00,2020-01-27 12:30:00,10,,202003,202005,202012,202103,202105,202112
2020-01-28,O,2020-01-28 04:45:00,2020-01-28 12:30:00,2020-01-28 12:29:00,2020-01-28 12:30:00,9,,202003,202005,202012,202103,202105,202112
2020-01-29,O,2020-01-29 04:45:00,2020-01-29 12:30:00,2020-01-29 12:29:00,2020-01-29 12:30:00,8,,202003,202005,202012,202103,202105,202112
2020-01-30,O,2020-01-30 04:45:00,2020-01-30 12:30:00,2020-01-30 12:29:00,2020-01-30 12:30:00,7,,202003,202005,202012,202103,202105,202112
2020-01-31,O,2020-01-31 04:45:00,2020-01-31 12:30:00,2020-01-31 12:29:00,2020-01-31 12:30:00,6,,202003,202005,202012,202103,202105,202112
2020-02-03,O,2020-02-03 04:45:00,2020-02-03 12:30:00,2020-02-03 12:29:00,2020-02-03 12:30:00,5,,202003,202005,202012,202103,202105,202112
2020-02-04,O,2020-02-04 04:45:00,2020-02-04 12:30:00,2020-02-04 12:29:00,2020-02-04 12:30:00,4,,202003,202005,202012,202103,202105,202112
2020-02-05,O,2020-02-05 04:45:00,2020-02-05 12:30:00,2020-02-05 12:29:00,2020-02-05 12:30:00,3,,202003,202005,202012,202103,202105,202112
2020-02-06,O,2020-02-06 04:45:00,2020-02-06 12:30:00,2020-02-06 12:29:00,2020-02-06 12:30:00,2,,202003,202005,202012,202103,202105,202112
2020-02-07,O,2020-02-07 04:45:00,2020-02-07 12:30:00,2020-02-07 12:29:00,2020-02-07 12:30:00,1,,202003,202005,202012,202103,202105,202112
2020-02-10,O,2020-02-10 04:45:00,2020-02-10 12:30:00,2020-02-10 12:29:00,2020-02-10 12:30:00,0,,202003,202005,202012,202103,202105,202112
2020-02-11,O,2020-02-11 04:45:00,2020-02-11 12:30:00,2020-02-11 12:29:00,2020-02-11 12:30:00,40,202003,202005,202012,202103,202105,202112,202203
2020-02-12,O,2020-02-12 04:45:00,2020-02-12 12:30:00,2020-02-12 12:29:00,2020-02-12 12:30:00,39,202003,202005,202012,202103,202105,202112,202203
2020-02-13,O,2020-02-13 04:45:00,2020-02-13 12:30:00,2020-02-13 12:29:00,2020-02-13 12:30:00,38,202003,202005,202012,202103,202105,202112,202203
2020-02-14,O,2020-02-14 04:45:00,2020-02-14 12:30:00,2020-02-14 12:29:00,2020-02-14 12:30:00,37,202003,202005,202012,202103,202105,202112,202203
2020-02-17,O,2020-02-17 04:45:00,2020-02-17 12:30:00,2020-02-17 12:29:00,2020-02-17 12:30:00,36,202003,202005,202012,202103,202105,202112,202203
2020-02-18,O,2020-02-18 04:45:00,2020-02-18 12:30:00,2020-02-18 12:29:00,2020-02-18 12:30:00,35,202003,202005,202012,202103,202105,202112,202203
2020-02-19,O,2020-02-19 04:45:00,2020-02-19 12:30:00,2020-02-19 12:29:00,2020-02-19 12:30:00,34,202003,202005,202012,202103,202105,202112,202203
2020-02-20,O,2020-02-20 04:45:00,2020-02-20 12:30:00,2020-02-20 12:29:00,2020-02-20 12:30:00,33,202003,202005,202012,202103,202105,202112,202203
2020-02-21,O,2020-02-21 04:45:00,2020-02-21 12:30:00,2020-02-21 12:29:00,2020-02-21 12:30:00,32,202003,202005,202012,202103,202105,202112,202203
2020-02-24,O,2020-02-24 04:45:00,2020-02-24 12:30:00,2020-02-24 12:29:00,2020-02-24 12:30:00,31,202003,202005,202012,202103,202105,202112,202203
2020-02-25,O,2020-02-25 04:45:00,2020-02-25 12:30:00,2020-02-25 12:29:00,2020-02-25 12:30:00,30,202003,202005,202012,202103,202105,202112,202203
2020-02-26,O,2020-02-26 04:45:00,2020-02-26 12:30:00,2020-02-26 12:29:00,2020-02-26 12:30:00,29,202003,202005,202012,202103,202105,202112,202203
2020-02-27,O,2020-02-27 04:45:00,2020-02-27 12:30:00,2020-02-27 12:29:00,2020-02-27 12:30:00,28,202003,202005,202012,202103,202105,202112,202203
2020-02-28,O,2020-02-28 04:45:00,2020-02-28 12:30:00,2020-02-28 12:29:00,2020-02-28 12:30:00,27,202003,202005,202012,202103,202105,202112,202203
2020-03-02,O,2020-03-02 04:45:00,2020-03-02 12:30:00,2020-03-02 12:29:00,2020-03-02 12:30:00,26,202003,202005,202012,202103,202105,202112,202203
2020-03-03,O,2020-03-03 04:45:00,2020-03-03 12:30:00,2020-03-03 12:29:00,2020-03-03 12:30:00,25,202003,202005,202012,202103,202105,202112,202203
2020-03-04,O,2020-03-04 04:45:00,2020-03-04 12:30:00,2020-03-04 12:29:00,2020-03-04 12:30:00,24,202003,202005,202012,202103,202105,202112,202203
2020-03-05,O,2020-03-05 04:45:00,2020-03-05 12:30:00,2020-03-05 12:29:00,2020-03-05 12:30:00,23,202003,202005,202012,202103,202105,202112,202203
2020-03-06,O,2020-03-06 04:45:00,2020-03-06 12:30:00,2020-03-06 12:29:00,2020-03-06 12:30:00,22,202003,202005,202012,202103,202105,202112,202203
2020-03-09,O,2020-03-09 05:45:00,2020-03-09 13:30:00,2020-03-09 13:29:00,2020-03-09 13:30:00,21,202003,202005,202012,202103,202105,202112,202203
2020-03-10,O,2020-03-10 05:45:00,2020-03-10 13:30:00,2020-03-10 13:29:00,2020-03-10 13:30:00,20,202003,202005,202012,202103,202105,202112,202203
2020-03-11,O,2020-03-11 05:45:00,2020-03-11 13:30:00,2020-03-11 13:29:00,2020-03-11 13:30:00,19,,202005,202012,202103,202105,202112,202203
2020-03-12,O,2020-03-12 05:45:00,2020-03-12 13:30:00,2020-03-12 13:29:00,2020-03-12 13:30:00,18,,202005,202012,202103,202105,202112,202203
2020-03-13,O,2020-03-13 05:45:00,2020-03-13 13:30:00,2020-03-13 13:29:00,2020-03-13 13:30:00,17,,202005,202012,202103,202105,202112,202203
2020-03-16,O,2020-03-16 05:45:00,2020-03-16 13:30:00,2020-03-16 13:29:00,2020-03-16 13:30:00,16,,202005,202012,202103,202105,202112,202203
2020-03-17,O,2020-03-17 05:45:00,2020-03-17 13:30:00,2020-03-17 13:29:00,2020-03-17 13:30:00,15,,202005,202012,202103,202105,202112,202203
2020-03-18,O,2020-03-18 05:45:00,2020-03-18 13:30:00,2020-03-18 13:29:00,2020-03-18 13:30:00,14,,202005,202012,202103,202105,202112,202203
2020-03-19,O,2020-03-19 05:45:00,2020-03-19 13:30:00,2020-03-19 13:29:00,2020-03-19 13:30:00,13,,202005,202012,202103,202105,202112,202203
2020-03-20,O,2020-03-20 05:45:00,2020-03-20 13:30:00,2020-03-20 13:29:00,2020-03-20 13:30:00,12,,202005,202012,202103,202105,202112,202203
2020-03-23,O,2020-03-23 05:45:00,2020-03-23 13:30:00,2020-03-23 13:29:00,2020-03-23 13:30:00,11,,202005,202012,202103,202105,202112,202203
2020-03-24,O,2020-03-24 05:45:00,2020-03-24 13:30:00,2020-03-24 13:29:00,2020-03-24 13:30:00,10,,202005,202012,202103,202105,202112,202203
2020-03-25,O,2020-03-25 05:45:00,2020-03-25 13:30:00,2020-03-25 13:29:00,2020-03-25 13:30:00,9,,202005,202012,202103,202105,202112,202203
2020-03-26,O,2020-03-26 05:45:00,2020-03-26 13:30:00,2020-03-26 13:29:00,2020-03-26 13:30:00,8,,202005,202012,202103,202105,202112,202203
2020-03-27,O,2020-03-27 05:45:00,2020-03-27 13:30:00,2020-03-27 13:29:00,2020-03-27 13:30:00,7,,202005,202012,202103,202105,202112,202203
2020-03-30,O,2020-03-30 04:45:00,2020-03-30 12:30:00,2020-03-30 12:29:00,2020-03-30 12:30:00,6,,202005,202012,202103,202105,202112,202203
2020-03-31,O,2020-03-31 04:45:00,2020-03-31 12:30:00,2020-03-31 12:29:00,2020-03-31 12:30:00,5,,202005,202012,202103,202105,202112,202203
2020-04-01,O,2020-04-01 04:45:00,2020-04-01 12:30:00,2020-04-01 12:29:00,2020-04-01 12:30:00,4,,202005,202012,202103,202105,202112,202203
2020-04-02,O,2020-04-02 04:45:00,2020-04-02 12:30:00,2020-04-02 12:29:00,2020-04-02 12:30:00,3,,202005,202012,202103,202105,202112,202203
2020-04-03,O,2020-04-03 04:45:00,2020-04-03 12:30:00,2020-04-03 12:29:00,2020-04-03 12:30:00,2,,202005,202012,202103,202105,202112,202203
2020-04-06,O,2020-04-06 04:45:00,2020-04-06 12:30:00,2020-04-06 12:29:00,2020-04-06 12:30:00,1,,202005,202012,202103,202105,202112,202203
2020-04-07,O,2020-04-07 04:45:00,2020-04-07 12:30:00,2020-04-07 12:29:00,2020-04-07 12:30:00,0,,202005,202012,202103,202105,202112,202203
2020-04-08,O,2020-04-08 04:45:00,2020-04-08 12:30:00,2020-04-08 12:29:00,2020-04-08 12:30:00,153,202005,202012,202103,202105,202112,202203,202205
2020-04-09,O,2020-04-09 04:45:00,2020-04-09 12:30:00,2020-04-09 12:29:00,2020-04-09 12:30:00,152,202005,202012,202103,202105,202112,202203,202205
2020-04-10,X,,,,,,,,,,,,
2020-04-13,X,,,,,,,,,,,,
2020-04-14,O,2020-04-14 04:45:00,2020-04-14 12:30:00,2020-04-14 12:29:00,2020-04-14 12:30:00,151,202005,202012,202103,202105,202112,202203,202205
2020-04-15,O,2020-04-15 04:45:00,2020-04-15 12:30:00,2020-04-15 12:29:00,2020-04-15 12:30:00,150,202005,202012,202103,202105,202112,202203,202205
2020-04-16,O,2020-04-16 04:45:00,2020-04-16 12:30:00,2020-04-16 12:29:00,2020-04-16 12:30:00,149,202005,202012,202103,202105,202112,202203,202205
2020-04-17,O,2020-04-17 04:45:00,2020-04-17 12:30:00,2020-04-17 12:29:00,2020-04-17 12:30:00,148,202005,202012,202103,202105,202112,202203,202205
2020-04-20,O,2020-04-20 04:45:00,2020-04-20 12:30:00,2020-04-20 12:29:00,2020-04-20 12:30:00,147,202005,202012,202103,202105,202112,202203,202205
2020-04-21,O,2020-04-21 04:45:00,2020-04-21 12:30:00,2020-04-21 12:29:00,2020-04-21 12:30:00,146,202005,202012,202103,202105,202112,202203,202205
2020-04-22,O,2020-04-22 04:45:00,2020-04-22 12:30:00,2020-04-22 12:29:00,2020-04-22 12:30:00,145,202005,202012,202103,202105,202112,202203,202205
2020-04-23,O,2020-04-23 04:45:00,2020-04-23 12:30:00,2020-04-23 12:29:00,2020-04-23 12:30:00,144,202005,202012,202103,202105,202112,202203,202205
2020-04-24,O,2020-04-24 04:45:00,2020-04-24 12:30:00,2020-04-24 12:29:00,2020-04-24 12:30:00,143,202005,202012,202103,202105,202112,202203,202205
2020-04-27,O,2020-04-27 04:45:00,2020-04-27 12:30:00,2020-04-27 12:29:00,2020-04-27 12:30:00,142,202005,202012,202103,202105,202112,202203,202205
2020-04-28,O,2020-04-28 04:45:00,2020-04-28 12:30:00,2020-04-28 12:29:00,2020-04-28 12:30:00,141,202005,202012,202103,202105,202112,202203,202205
2020-04-29,O,2020-04-29 04:45:00,2020-04-29 12:30:00,2020-04-29 12:29:00,2020-04-29 12:30:00,140,202005,202012,202103,202105,202112,202203,202205
2020-04-30,O,2020-04-30 04:45:00,2020-04-30 12:30:00,2020-04-30 12:29:00,2020-04-30 12:30:00,139,202005,202012,202103,202105,202112,202203,202205
2020-05-01,X,,,,,,,,,,,,
2020-05-04,O,2020-05-04 04:45:00,2020-05-04 12:30:00,2020-05-04 12:29:00,2020-05-04 12:30:00,138,202005,202012,202103,202105,202112,202203,202205
2020-05-05,O,2020-05-05 04:45:00,2020-05-05 12:30:00,2020-05-05 12:29:00,2020-05-05 12:30:00,137,202005,202012,202103,202105,202112,202203,202205
2020-05-06,O,2020-05-06 04:45:00,2020-05-06 12:30:00,2020-05-06 12:29:00,2020-05-06 12:30:00,136,202005,202012,202103,202105,202112,202203,202205
2020-05-07,O,2020-05-07 04:45:00,2020-05-07 12:30:00,2020-05-07 12:29:00,2020-05-07 12:30:00,135,202005,202012,202103,202105,202112,202203,202205
2020-05-08,O,2020-05-08 04:45:00,2020-05-08 12:30:00,2020-05-08 12:29:00,2020-05-08 12:30:00,134,202005,202012,202103,202105,202112,202203,202205
2020-05-11,O,2020-05-11 04:45:00,2020-05-11 12:30:00,2020-05-11 12:29:00,2020-05-11 12:30:00,133,202005,202012,202103,202105,202112,202203,202205
2020-05-12,O,2020-05-12 04:45:00,2020-05-12 12:30:00,2020-05-12 12:29:00,2020-05-12 12:30:00,132,,202012,202103,202105,202112,202203,202205
2020-05-13,O,2020-05-13 04:45:00,2020-05-13 12:30:00,2020-05-13 12:29:00,2020-05-13 12:30:00,131,,202012,202103,202105,202112,202203,202205
2020-05-14,O,2020-05-14 04:45:00,2020-05-14 12:30:00,2020-05-14 12:29:00,2020-05-14 12:30:00,130,,202012,202103,202105,202112,202203,202205
2020-05-15,O,2020-05-15 04:45:00,2020-05-15 12:30:00,2020-05-15 12:29:00,2020-05-15 12:30:00,129,,202012,202103,202105,202112,202203,202205
2020-05-18,O,2020-05-18 04:45:00,2020-05-18 12:30:00,2020-05-18 12:29:00,2020-05-18 12:30:00,128,,202012,202103,202105,202112,202203,202205
2020-05-19,O,2020-05-19 04:45:00,2020-05-19 12:30:00,2020-05-19 12:29:00,2020-05-19 12:30:00,127,,202012,202103,202105,202112,202203,202205
2020-05-20,O,2020-05-20 04:45:00,2020-05-20 12:30:00,2020-05-20 12:29:00,2020-05-20 12:30:00,126,,202012,202103,202105,202112,202203,202205
2020-05-21,O,2020-05-21 04:45:00,2020-05-21 12:30:00,2020-05-21 12:29:00,2020-05-21 12:30:00,125,,202012,202103,202105,202112,202203,202205
2020-05-22,O,2020-05-22 04:45:00,2020-05-22 12:30:00,2020-05-22 12:29:00,2020-05-22 12:30:00,124,,202012,202103,202105,202112,202203,202205
2020-05-25,O,2020-05-25 04:45:00,2020-05-25 12:30:00,2020-05-25 12:29:00,2020-05-25 12:30:00,123,,202012,202103,202105,202112,202203,202205
2020-05-26,O,2020-05-26 04:45:00,2020-05-26 12:30:00,2020-05-26 12:29:00,2020-05-26 12:30:00,122,,202012,202103,202105,202112,202203,202205
2020-05-27,O,2020-05-27 04:45:00,2020-05-27 12:30:00,2020-05-27 12:29:00,2020-05-27 12:30:00,121,,202012,202103,202105,202112,202203,202205
2020-05-28,O,2020-05-28 04:45:00,2020-05-28 12:30:00,2020-05-28 12:29:00,2020-05-28 12:30:00,120,,202012,202103,202105,202112,202203,202205
2020-05-29,O,2020-05-29 04:45:00,2020-05-29 12:30:00,2020-05-29 12:29:00,2020-05-29 12:30:00,119,,202012,202103,202105,202112,202203,202205
2020-06-01,O,2020-06-01 04:45:00,2020-06-01 12:30:00,2020-06-01 12:29:00,2020-06-01 12:30:00,118,,202012,202103,202105,202112,202203,202205
2020-06-02,O,2020-06-02 04:45:00,2020-06-02 12:30:00,2020-06-02 12:29:00,2020-06-02 12:30:00,117,,202012,202103,202105,202112,202203,202205
2020-06-03,O,2020-06-03 04:45:00,2020-06-03 12:30:00,2020-06-03 12:29:00,2020-06-03 12:30:00,116,,202012,202103,202105,202112,202203,202205
2020-06-04,O,2020-06-04 04:45:00,2020-06-04 12:30:00,2020-06-04 12:29:00,2020-06-04 12:30:00,115,,202012,202103,202105,202112,202203,202205
2020-06-05,O,2020-06-05 04:45:00,2020-06-05 12:30:00,2020-06-05 12:29:00,2020-06-05 12:30:00,114,,202012,202103,202105,202112,202203,202205
2020-06-08,O,2020-06-08 04:45:00,2020-06-08 12:30:00,2020-06-08 12:29:00,2020-06-08 12:30:00,113,,202012,202103,202105,202112,202203,202205
2020-06-09,O,2020-06-09 04:45:00,2020-06-09 12:30:00,2020-06-09 12:29:00,2020-06-09 12:30:00,112,,202012,202103,202105,202112,202203,202205
2020-06-10,O,2020-06-10 04:45:00,2020-06-10 12:30:00,2020-06-10 12:29:00,2020-06-10 12:30:00,111,,202012,202103,202105,202112,202203,202205
2020-06-11,O,2020-06-11 04:45:00,2020-06-11 12:30:00,2020-06-11 12:29:00,2020-06-11 12:30:00,110,,202012,202103,202105,202112,202203,202205
2020-06-12,O,2020-06-12 04:45:00,2020-06-12 12:30:00,2020-06-12 12:29:00,2020-06-12 12:30:00,109,,202012,202103,202105,202112,202203,202205
2020-06-15,O,2020-06-15 04:45:00,2020-06-15 12:30:00,2020-06-15 12:29:00,2020-06-15 12:30:00,108,,202012,202103,202105,202112,202203,202205
2020-06-16,O,2020-06-16 04:45:00,2020-06-16 12:30:00,2020-06-16 12:29:00,2020-06-16 12:30:00,107,,202012,202103,202105,202112,202203,202205
2020-06-17,O,2020-06-17 04:45:00,2020-06-17 12:30:00,2020-06-17 12:29:00,2020-06-17 12:30:00,106,,202012,202103,202105,202112,202203,202205
2020-06-18,O,2020-06-18 04:45:00,2020-06-18 12:30:00,2020-06-18 12:29:00,2020-06-18 12:30:00,105,,202012,202103,202105,202112,202203,202205
2020-06-19,O,2020-06-19 04:45:00,2020-06-19 12:30:00,2020-06-19 12:29:00,2020-06-19 12:30:00,104,,202012,202103,202105,202112,202203,202205
2020-06-22,O,2020-06-22 04:45:00,2020-06-22 12:30:00,2020-06-22 12:29:00,2020-06-22 12:30:00,103,,202012,202103,202105,202112,202203,202205
2020-06-23,O,2020-06-23 04:45:00,2020-06-23 12:30:00,2020-06-23 12:29:00,2020-06-23 12:30:00,102,,202012,202103,202105,202112,202203,202205
2020-06-24,O,2020-06-24 04:45:00,2020-06-24 12:30:00,2020-06-24 12:29:00,2020-06-24 12:30:00,101,,202012,202103,202105,202112,202203,202205
2020-06-25,O,2020-06-25 04:45:00,2020-06-25 12:30:00,2020-06-25 12:29:00,2020-06-25 12:30:00,100,,202012,202103,202105,202112,202203,202205
2020-06-26,O,2020-06-26 04:45:00,2020-06-26 12:30:00,2020-06-26 12:29:00,2020-06-26 12:30:00,99,,202012,202103,202105,202112,202203,202205
2020-06-29,O,2020-06-29 04:45:00,2020-06-29 12:30:00,2020-06-29 12:29:00,2020-06-29 12:30:00,98,,202012,202103,202105,202112,202203,202205
2020-06-30,O,2020-06-30 04:45:00,2020-06-30 12:30:00,2020-06-30 12:29:00,2020-06-30 12:30:00,97,,202012,202103,202105,202112,202203,202205
2020-07-01,O,2020-07-01 04:45:00,2020-07-01 12:30:00,2020-07-01 12:29:00,2020-07-01 12:30:00,96,,202012,202103,202105,202112,202203,202205
2020-07-02,O,2020-07-02 04:45:00,2020-07-02 12:30:00,2020-07-02 12:29:00,2020-07-02 12:30:00,95,,202012,202103,202105,202112,202203,202205
2020-07-03,O,2020-07-03 04:45:00,2020-07-03 12:30:00,2020-07-03 12:29:00,2020-07-03 12:30:00,94,,202012,202103,202105,202112,202203,202205
2020-07-06,O,2020-07-06 04:45:00,2020-07-06 12:30:00,2020-07-06 12:29:00,2020-07-06 12:30:00,93,,202012,202103,202105,202112,202203,202205
2020-07-07,O,2020-07-07 04:45:00,2020-07-07 12:30:00,2020-07-07 12:29:00,2020-07-07 12:30:00,92,,202012,202103,202105,202112,202203,202205
2020-07-08,O,2020-07-08 04:45:00,2020-07-08 12:30:00,2020-07-08 12:29:00,2020-07-08 12:30:00,91,,202012,202103,202105,202112,202203,202205
2020-07-09,O,2020-07-09 04:45:00,2020-07-09 12:30:00,2020-07-09 12:29:00,2020-07-09 12:30:00,90,,202012,202103,202105,202112,202203,202205
2020-07-10,O,2020-07-10 04:45:00,2020-07-10 12:30:00,2020-07-10 12:29:00,2020-07-10 12:30:00,89,,202012,202103,202105,202112,202203,202205
2020-07-13,O,2020-07-13 04:45:00,2020-07-13 12:30:00,2020-07-13 12:29:00,2020-07-13 12:30:00,88,,202012,202103,202105,202112,202203,202205
2020-07-14,O,2020-07-14 04:45:00,2020-07-14 12:30:00,2020-07-14 12:29:00,2020-07-14 12:30:00,87,,202012,202103,202105,202112,202203,202205
2020-07-15,O,2020-07-15 04:45:00,2020-07-15 12:30:00,2020-07-15 12:29:00,2020-07-15 12:30:00,86,,202012,202103,202105,202112,202203,202205
2020-07-16,O,2020-07-16 04:45:00,2020-07-16 12:30:00,2020-07-16 12:29:00,2020-07-16 12:30:00,85,,202012,202103,202105,202112,202203,202205
2020-07-17,O,2020-07-17 04:45:00,2020-07-17 12:30:00,2020-07-17 12:29:00,2020-07-17 12:30:00,84,,202012,202103,202105,202112,202203,202205
2020-07-20,O,2020-07-20 04:45:00,2020-07-20 12:30:00,2020-07-20 12:29:00,2020-07-20 12:30:00,83,,202012,202103,202105,202112,202203,202205
2020-07-21,O,2020-07-21 04:45:00,2020-07-21 12:30:00,2020-07-21 12:29:00,2020-07-21 12:30:00,82,,202012,202103,202105,202112,202203,202205
2020-07-22,O,2020-07-22 04:45:00,2020-07-22 12:30:00,2020-07-22 12:29:00,2020-07-22 12:30:00,81,,202012,202103,202105,202112,202203,202205
2020-07-23,O,2020-07-23 04:45:00,2020-07-23 12:30:00,2020-07-23 12:29:00,2020-07-23 12:30:00,80,,202012,202103,202105,202112,202203,202205
2020-07-24,O,2020-07-24 04:45:00,2020-07-24 12:30:00,2020-07-24 12:29:00,2020-07-24 12:30:00,79,,202012,202103,202105,202112,202203,202205
2020-07-27,O,2020-07-27 04:45:00,2020-07-27 12:30:00,2020-07-27 12:29:00,2020-07-27 12:30:00,78,,202012,202103,202105,202112,202203,202205
2020-07-28,O,2020-07-28 04:45:00,2020-07-28 12:30:00,2020-07-28 12:29:00,2020-07-28 12:30:00,77,,202012,202103,202105,202112,202203,202205
2020-07-29,O,2020-07-29 04:45:00,2020-07-29 12:30:00,2020-07-29 12:29:00,2020-07-29 12:30:00,76,,202012,202103,202105,202112,202203,202205
2020-07-30,O,2020-07-30 04:45:00,2020-07-30 12:30:00,2020-07-30 12:29:00,2020-07-30 12:30:00,75,,202012,202103,202105,202112,202203,202205
2020-07-31,O,2020-07-31 04:45:00,2020-07-31 12:30:00,2020-07-31 12:29:00,2020-07-31 12:30:00,74,,202012,202103,202105,202112,202203,202205
2020-08-03,O,2020-08-03 04:45:00,2020-08-03 12:30:00,2020-08-03 12:29:00,2020-08-03 12:30:00,73,,202012,202103,202105,202112,202203,202205
2020-08-04,O,2020-08-04 04:45:00,2020-08-04 12:30:00,2020-08-04 12:29:00,2020-08-04 12:30:00,72,,202012,202103,202105,202112,202203,202205
2020-08-05,O,2020-08-05 04:45:00,2020-08-05 12:30:00,2020-08-05 12:29:00,2020-08-05 12:30:00,71,,202012,202103,202105,202112,202203,202205
2020-08-06,O,2020-08-06 04:45:00,2020-08-06 12:30:00,2020-08-06 12:29:00,2020-08-06 12:30:00,70,,202012,202103,202105,202112,202203,202205
2020-08-07,O,2020-08-07 04:45:00,2020-08-07 12:30:00,2020-08-07 12:29:00,2020-08-07 12:30:00,69,,202012,202103,202105,202112,202203,202205
2020-08-10,O,2020-08-10 04:45:00,2020-08-10 12:30:00,2020-08-10 12:29:00,2020-08-10 12:30:00,68,,202012,202103,202105,202112,202203,202205
2020-08-11,O,2020-08-11 04:45:00,2020-08-11 12:30:00,2020-08-11 12:29:00,2020-08-11 12:30:00,67,,202012,202103,202105,202112,202203,202205
2020-08-12,O,2020-08-12 04:45:00,2020-08-12 12:30:00,2020-08-12 12:29:00,2020-08-12 12:30:00,66,,202012,202103,202105,202112,202203,202205
2020-08-13,O,2020-08-13 04:45:00,2020-08-13 12:30:00,2020-08-13 12:29:00,2020-08-13 12:30:00,65,,202012,202103,202105,202112,202203,202205
2020-08-14,O,2020-08-14 04:45:00,2020-08-14 12:30:00,2020-08-14 12:29:00,2020-08-14 12:30:00,64,,202012,202103,202105,202112,202203,202205
2020-08-17,O,2020-08-17 04:45:00,2020-08-17 12:30:00,2020-08-17 12:29:00,2020-08-17 12:30:00,63,,202012,202103,202105,202112,202203,202205
2020-08-18,O,2020-08-18 04:45:00,2020-08-18 12:30:00,2020-08-18 12:29:00,2020-08-18 12:30:00,62,,202012,202103,202105,202112,202203,202205
2020-08-19,O,2020-08-19 04:45:00,2020-08-19 12:30:00,2020-08-19 12:29:00,2020-08-19 12:30:00,61,,202012,202103,202105,202112,202203,202205
2020-08-20,O,2020-08-20 04:45:00,2020-08-20 12:30:00,2020-08-20 12:29:00,2020-08-20 12:30:00,60,,202012,202103,202105,202112,202203,202205
2020-08-21,O,2020-08-21 04:45:00,2020-08-21 12:30:00,2020-08-21 12:29:00,2020-08-21 12:30:00,59,,202012,202103,202105,202112,202203,202205
2020-08-24,O,2020-08-24 04:45:00,2020-08-24 12:30:00,2020-08-24 12:29:00,2020-08-24 12:30:00,58,,202012,202103,202105,202112,202203,202205
2020-08-25,O,2020-08-25 04:45:00,2020-08-25 12:30:00,2020-08-25 12:29:00,2020-08-25 12:30:00,57,,202012,202103,202105,202112,202203,202205
2020-08-26,O,2020-08-26 04:45:00,2020-08-26 12:30:00,2020-08-26 12:29:00,2020-08-26 12:30:00,56,,202012,202103,202105,202112,202203,202205
2020-08-27,O,2020-08-27 04:45:00,2020-08-27 12:30:00,2020-08-27 12:29:00,2020-08-27 12:30:00,55,,202012,202103,202105,202112,202203,202205
2020-08-28,O,2020-08-28 04:45:00,2020-08-28 12:30:00,2020-08-28 12:29:00,2020-08-28 12:30:00,54,,202012,202103,202105,202112,202203,202205
2020-08-31,O,2020-08-31 04:45:00,2020-08-31 12:30:00,2020-08-31 12:29:00,2020-08-31 12:30:00,53,,202012,202103,202105,202112,202203,202205
2020-09-01,O,2020-09-01 04:45:00,2020-09-01 12:30:00,2020-09-01 12:29:00,2020-09-01 12:30:00,52,,202012,202103,202105,202112,202203,202205
2020-09-02,O,2020-09-02 04:45:00,2020-09-02 12:30:00,2020-09-02 12:29:00,2020-09-02 12:30:00,51,,202012,202103,202105,202112,202203,202205
