date,date_type,trading_hours_start,trading_hours_end,settlement_start,settlement_end,roll_countdown,EuroStoxx600_N0,EuroStoxx600_N1,EuroStoxx600_N2,EuroStoxx600_N3,EuroStoxx600_N4,EuroStoxx600_N5,EuroStoxx600_N6
2012-03-01,O,2012-03-01 01:50:00,2012-03-01 16:00:00,2012-03-01 11:29:00,2012-03-01 11:30:00,6,,201203,201206,201209,201212,201303,201306
2012-03-02,O,2012-03-02 01:50:00,2012-03-02 16:00:00,2012-03-02 11:29:00,2012-03-02 11:30:00,5,,201203,201206,201209,201212,201303,201306
2012-03-05,O,2012-03-05 01:50:00,2012-03-05 16:00:00,2012-03-05 11:29:00,2012-03-05 11:30:00,4,,201203,201206,201209,201212,201303,201306
2012-03-06,O,2012-03-06 01:50:00,2012-03-06 16:00:00,2012-03-06 11:29:00,2012-03-06 11:30:00,3,,201203,201206,201209,201212,201303,201306
2012-03-07,O,2012-03-07 01:50:00,2012-03-07 16:00:00,2012-03-07 11:29:00,2012-03-07 11:30:00,2,,201203,201206,201209,201212,201303,201306
2012-03-08,O,2012-03-08 01:50:00,2012-03-08 16:00:00,2012-03-08 11:29:00,2012-03-08 11:30:00,1,,201203,201206,201209,201212,201303,201306
2012-03-09,O,2012-03-09 01:50:00,2012-03-09 16:00:00,2012-03-09 11:29:00,2012-03-09 11:30:00,0,,201203,201206,201209,201212,201303,201306
2012-03-12,O,2012-03-12 02:50:00,2012-03-12 17:00:00,2012-03-12 12:29:00,2012-03-12 12:30:00,61,201203,201206,201209,201212,201303,201306,201309
2012-03-13,O,2012-03-13 02:50:00,2012-03-13 17:00:00,2012-03-13 12:29:00,2012-03-13 12:30:00,60,201203,201206,201209,201212,201303,201306,201309
2012-03-14,O,2012-03-14 02:50:00,2012-03-14 17:00:00,2012-03-14 12:29:00,2012-03-14 12:30:00,59,201203,201206,201209,201212,201303,201306,201309
2012-03-15,O,2012-03-15 02:50:00,2012-03-15 17:00:00,2012-03-15 12:29:00,2012-03-15 12:30:00,58,201203,201206,201209,201212,201303,201306,201309
2012-03-16,O,2012-03-16 02:50:00,2012-03-16 17:00:00,2012-03-16 12:29:00,2012-03-16 12:30:00,57,201203,201206,201209,201212,201303,201306,201309
2012-03-19,O,2012-03-19 02:50:00,2012-03-19 17:00:00,2012-03-19 12:29:00,2012-03-19 12:30:00,56,,201206,201209,201212,201303,201306,201309
2012-03-20,O,2012-03-20 02:50:00,2012-03-20 17:00:00,2012-03-20 12:29:00,2012-03-20 12:30:00,55,,201206,201209,201212,201303,201306,201309
2012-03-21,O,2012-03-21 02:50:00,2012-03-21 17:00:00,2012-03-21 12:29:00,2012-03-21 12:30:00,54,,201206,201209,201212,201303,201306,201309
2012-03-22,O,2012-03-22 02:50:00,2012-03-22 17:00:00,2012-03-22 12:29:00,2012-03-22 12:30:00,53,,201206,201209,201212,201303,201306,201309
2012-03-23,O,2012-03-23 02:50:00,2012-03-23 17:00:00,2012-03-23 12:29:00,2012-03-23 12:30:00,52,,201206,201209,201212,201303,201306,201309
2012-03-26,O,2012-03-26 01:50:00,2012-03-26 16:00:00,2012-03-26 11:29:00,2012-03-26 11:30:00,51,,201206,201209,201212,201303,201306,201309
2012-03-27,O,2012-03-27 01:50:00,2012-03-27 16:00:00,2012-03-27 11:29:00,2012-03-27 11:30:00,50,,201206,201209,201212,201303,201306,201309
2012-03-28,O,2012-03-28 01:50:00,2012-03-28 16:00:00,2012-03-28 11:29:00,2012-03-28 11:30:00,49,,201206,201209,201212,201303,201306,201309
2012-03-29,O,2012-03-29 01:50:00,2012-03-29 16:00:00,2012-03-29 11:29:00,2012-03-29 11:30:00,48,,201206,201209,201212,201303,201306,201309
2012-03-30,O,2012-03-30 01:50:00,2012-03-30 16:00:00,2012-03-30 11:29:00,2012-03-30 11:30:00,47,,201206,201209,201212,201303,201306,201309
2012-04-02,O,2012-04-02 01:50:00,2012-04-02 16:00:00,2012-04-02 11:29:00,2012-04-02 11:30:00,46,,201206,201209,201212,201303,201306,201309
2012-04-03,O,2012-04-03 01:50:00,2012-04-03 16:00:00,2012-04-03 11:29:00,2012-04-03 11:30:00,45,,201206,201209,201212,201303,201306,201309
2012-04-04,O,2012-04-04 01:50:00,2012-04-04 16:00:00,2012-04-04 11:29:00,2012-04-04 11:30:00,44,,201206,201209,201212,201303,201306,201309
2012-04-05,O,2012-04-05 01:50:00,2012-04-05 16:00:00,2012-04-05 11:29:00,2012-04-05 11:30:00,43,,201206,201209,201212,201303,201306,201309
2012-04-06,X,,,,,,,,,,,,
2012-04-09,X,,,,,,,,,,,,
2012-04-10,O,2012-04-10 01:50:00,2012-04-10 16:00:00,2012-04-10 11:29:00,2012-04-10 11:30:00,42,,201206,201209,201212,201303,201306,201309
2012-04-11,O,2012-04-11 01:50:00,2012-04-11 16:00:00,2012-04-11 11:29:00,2012-04-11 11:30:00,41,,201206,201209,201212,201303,201306,201309
2012-04-12,O,2012-04-12 01:50:00,2012-04-12 16:00:00,2012-04-12 11:29:00,2012-04-12 11:30:00,40,,201206,201209,201212,201303,201306,201309
2012-04-13,O,2012-04-13 01:50:00,2012-04-13 16:00:00,2012-04-13 11:29:00,2012-04-13 11:30:00,39,,201206,201209,201212,201303,201306,201309
2012-04-16,O,2012-04-16 01:50:00,2012-04-16 16:00:00,2012-04-16 11:29:00,2012-04-16 11:30:00,38,,201206,201209,201212,201303,201306,201309
2012-04-17,O,2012-04-17 01:50:00,2012-04-17 16:00:00,2012-04-17 11:29:00,2012-04-17 11:30:00,37,,201206,201209,201212,201303,201306,201309
2012-04-18,O,2012-04-18 01:50:00,2012-04-18 16:00:00,2012-04-18 11:29:00,2012-04-18 11:30:00,36,,201206,201209,201212,201303,201306,201309
2012-04-19,O,2012-04-19 01:50:00,2012-04-19 16:00:00,2012-04-19 11:29:00,2012-04-19 11:30:00,35,,201206,201209,201212,201303,201306,201309
2012-04-20,O,2012-04-20 01:50:00,2012-04-20 16:00:00,2012-04-20 11:29:00,2012-04-20 11:30:00,34,,201206,201209,201212,201303,201306,201309
2012-04-23,O,2012-04-23 01:50:00,2012-04-23 16:00:00,2012-04-23 11:29:00,2012-04-23 11:30:00,33,,201206,201209,201212,201303,201306,201309
2012-04-24,O,2012-04-24 01:50:00,2012-04-24 16:00:00,2012-04-24 11:29:00,2012-04-24 11:30:00,32,,201206,201209,201212,201303,201306,201309
2012-04-25,O,2012-04-25 01:50:00,2012-04-25 16:00:00,2012-04-25 11:29:00,2012-04-25 11:30:00,31,,201206,201209,201212,201303,201306,201309
2012-04-26,O,2012-04-26 01:50:00,2012-04-26 16:00:00,2012-04-26 11:29:00,2012-04-26 11:30:00,30,,201206,201209,201212,201303,201306,201309
2012-04-27,O,2012-04-27 01:50:00,2012-04-27 16:00:00,2012-04-27 11:29:00,2012-04-27 11:30:00,29,,201206,201209,201212,201303,201306,201309
2012-04-30,O,2012-04-30 01:50:00,2012-04-30 16:00:00,2012-04-30 11:29:00,2012-04-30 11:30:00,28,,201206,201209,201212,201303,201306,201309
2012-05-01,X,,,,,,,,,,,,
2012-05-02,O,2012-05-02 01:50:00,2012-05-02 16:00:00,2012-05-02 11:29:00,2012-05-02 11:30:00,27,,201206,201209,201212,201303,201306,201309
2012-05-03,O,2012-05-03 01:50:00,2012-05-03 16:00:00,2012-05-03 11:29:00,2012-05-03 11:30:00,26,,201206,201209,201212,201303,201306,201309
2012-05-04,O,2012-05-04 01:50:00,2012-05-04 16:00:00,2012-05-04 11:29:00,2012-05-04 11:30:00,25,,201206,201209,201212,201303,201306,201309
2012-05-07,O,2012-05-07 01:50:00,2012-05-07 16:00:00,2012-05-07 11:29:00,2012-05-07 11:30:00,24,,201206,201209,201212,201303,201306,201309
2012-05-08,O,2012-05-08 01:50:00,2012-05-08 16:00:00,2012-05-08 11:29:00,2012-05-08 11:30:00,23,,201206,201209,201212,201303,201306,201309
2012-05-09,O,2012-05-09 01:50:00,2012-05-09 16:00:00,2012-05-09 11:29:00,2012-05-09 11:30:00,22,,201206,201209,201212,201303,201306,201309
2012-05-10,O,2012-05-10 01:50:00,2012-05-10 16:00:00,2012-05-10 11:29:00,2012-05-10 11:30:00,21,,201206,201209,201212,201303,201306,201309
2012-05-11,O,2012-05-11 01:50:00,2012-05-11 16:00:00,2012-05-11 11:29:00,2012-05-11 11:30:00,20,,201206,201209,201212,201303,201306,201309
2012-05-14,O,2012-05-14 01:50:00,2012-05-14 16:00:00,2012-05-14 11:29:00,2012-05-14 11:30:00,19,,201206,201209,201212,201303,201306,201309
2012-05-15,O,2012-05-15 01:50:00,2012-05-15 16:00:00,2012-05-15 11:29:00,2012-05-15 11:30:00,18,,201206,201209,201212,201303,201306,201309
2012-05-16,O,2012-05-16 01:50:00,2012-05-16 16:00:00,2012-05-16 11:29:00,2012-05-16 11:30:00,17,,201206,201209,201212,201303,201306,201309
2012-05-17,O,2012-05-17 01:50:00,2012-05-17 16:00:00,2012-05-17 11:29:00,2012-05-17 11:30:00,16,,201206,201209,201212,201303,201306,201309
2012-05-18,O,2012-05-18 01:50:00,2012-05-18 16:00:00,2012-05-18 11:29:00,2012-05-18 11:30:00,15,,201206,201209,201212,201303,201306,201309
2012-05-21,O,2012-05-21 01:50:00,2012-05-21 16:00:00,2012-05-21 11:29:00,2012-05-21 11:30:00,14,,201206,201209,201212,201303,201306,201309
2012-05-22,O,2012-05-22 01:50:00,2012-05-22 16:00:00,2012-05-22 11:29:00,2012-05-22 11:30:00,13,,201206,201209,201212,201303,201306,201309
2012-05-23,O,2012-05-23 01:50:00,2012-05-23 16:00:00,2012-05-23 11:29:00,2012-05-23 11:30:00,12,,201206,201209,201212,201303,201306,201309
2012-05-24,O,2012-05-24 01:50:00,2012-05-24 16:00:00,2012-05-24 11:29:00,2012-05-24 11:30:00,11,,201206,201209,201212,201303,201306,201309
2012-05-25,O,2012-05-25 01:50:00,2012-05-25 16:00:00,2012-05-25 11:29:00,2012-05-25 11:30:00,10,,201206,201209,201212,201303,201306,201309
2012-05-28,O,2012-05-28 01:50:00,2012-05-28 16:00:00,2012-05-28 11:29:00,2012-05-28 11:30:00,9,,201206,201209,201212,201303,201306,201309
2012-05-29,O,2012-05-29 01:50:00,2012-05-29 16:00:00,2012-05-29 11:29:00,2012-05-29 11:30:00,8,,201206,201209,201212,201303,201306,201309
2012-05-30,O,2012-05-30 01:50:00,2012-05-30 16:00:00,2012-05-30 11:29:00,2012-05-30 11:30:00,7,,201206,201209,201212,201303,201306,201309
2012-05-31,O,2012-05-31 01:50:00,2012-05-31 16:00:00,2012-05-31 11:29:00,2012-05-31 11:30:00,6,,201206,201209,201212,201303,201306,201309
2012-06-01,O,2012-06-01 01:50:00,2012-06-01 16:00:00,2012-06-01 11:29:00,2012-06-01 11:30:00,5,,201206,201209,201212,201303,201306,201309
2012-06-04,O,2012-06-04 01:50:00,2012-06-04 16:00:00,2012-06-04 11:29:00,2012-06-04 11:30:00,4,,201206,201209,201212,201303,201306,201309
2012-06-05,O,2012-06-05 01:50:00,2012-06-05 16:00:00,2012-06-05 11:29:00,2012-06-05 11:30:00,3,,201206,201209,201212,201303,201306,201309
2012-06-06,O,2012-06-06 01:50:00,2012-06-06 16:00:00,2012-06-06 11:29:00,2012-06-06 11:30:00,2,,201206,201209,201212,201303,201306,201309
2012-06-07,O,2012-06-07 01:50:00,2012-06-07 16:00:00,2012-06-07 11:29:00,2012-06-07 11:30:00,1,,201206,201209,201212,201303,201306,201309
2012-06-08,O,2012-06-08 01:50:00,2012-06-08 16:00:00,2012-06-08 11:29:00,2012-06-08 11:30:00,0,,201206,201209,201212,201303,201306,201309
2012-06-11,O,2012-06-11 01:50:00,2012-06-11 16:00:00,2012-06-11 11:29:00,2012-06-11 11:30:00,69,201206,201209,201212,201303,201306,201309,201312
2012-06-12,O,2012-06-12 01:50:00,2012-06-12 16:00:00,2012-06-12 11:29:00,2012-06-12 11:30:00,68,201206,201209,201212,201303,201306,201309,201312
2012-06-13,O,2012-06-13 01:50:00,2012-06-13 16:00:00,2012-06-13 11:29:00,2012-06-13 11:30:00,67,201206,201209,201212,201303,201306,201309,201312
2012-06-14,O,2012-06-14 01:50:00,2012-06-14 16:00:00,2012-06-14 11:29:00,2012-06-14 11:30:00,66,201206,201209,201212,201303,201306,201309,201312
2012-06-15,O,2012-06-15 01:50:00,2012-06-15 16:00:00,2012-06-15 11:29:00,2012-06-15 11:30:00,65,201206,201209,201212,201303,201306,201309,201312
2012-06-18,O,2012-06-18 01:50:00,2012-06-18 16:00:00,2012-06-18 11:29:00,2012-06-18 11:30:00,64,,201209,201212,201303,201306,201309,201312
2012-06-19,O,2012-06-19 01:50:00,2012-06-19 16:00:00,2012-06-19 11:29:00,2012-06-19 11:30:00,63,,201209,201212,201303,201306,201309,201312
2012-06-20,O,2012-06-20 01:50:00,2012-06-20 16:00:00,2012-06-20 11:29:00,2012-06-20 11:30:00,62,,201209,201212,201303,201306,201309,201312
2012-06-21,O,2012-06-21 01:50:00,2012-06-21 16:00:00,2012-06-21 11:29:00,2012-06-21 11:30:00,61,,201209,201212,201303,201306,201309,201312
2012-06-22,O,2012-06-22 01:50:00,2012-06-22 16:00:00,2012-06-22 11:29:00,2012-06-22 11:30:00,60,,201209,201212,201303,201306,201309,201312
2012-06-25,O,2012-06-25 01:50:00,2012-06-25 16:00:00,2012-06-25 11:29:00,2012-06-25 11:30:00,59,,201209,201212,201303,201306,201309,201312
2012-06-26,O,2012-06-26 01:50:00,2012-06-26 16:00:00,2012-06-26 11:29:00,2012-06-26 11:30:00,58,,201209,201212,201303,201306,201309,201312
2012-06-27,O,2012-06-27 01:50:00,2012-06-27 16:00:00,2012-06-27 11:29:00,2012-06-27 11:30:00,57,,201209,201212,201303,201306,201309,201312
2012-06-28,O,2012-06-28 01:50:00,2012-06-28 16:00:00,2012-06-28 11:29:00,2012-06-28 11:30:00,56,,201209,201212,201303,201306,201309,201312
2012-06-29,O,2012-06-29 01:50:00,2012-06-29 16:00:00,2012-06-29 11:29:00,2012-06-29 11:30:00,55,,201209,201212,201303,201306,201309,201312
2012-07-02,O,2012-07-02 01:50:00,2012-07-02 16:00:00,2012-07-02 11:29:00,2012-07-02 11:30:00,54,,201209,201212,201303,201306,201309,201312
2012-07-03,O,2012-07-03 01:50:00,2012-07-03 16:00:00,2012-07-03 11:29:00,2012-07-03 11:30:00,53,,201209,201212,201303,201306,201309,201312
2012-07-04,O,2012-07-04 01:50:00,2012-07-04 16:00:00,2012-07-04 11:29:00,2012-07-04 11:30:00,52,,201209,201212,201303,201306,201309,201312
2012-07-05,O,2012-07-05 01:50:00,2012-07-05 16:00:00,2012-07-05 11:29:00,2012-07-05 11:30:00,51,,201209,201212,201303,201306,201309,201312
2012-07-06,O,2012-07-06 01:50:00,2012-07-06 16:00:00,2012-07-06 11:29:00,2012-07-06 11:30:00,50,,201209,201212,201303,201306,201309,201312
2012-07-09,O,2012-07-09 01:50:00,2012-07-09 16:00:00,2012-07-09 11:29:00,2012-07-09 11:30:00,49,,201209,201212,201303,201306,201309,201312
2012-07-10,O,2012-07-10 01:50:00,2012-07-10 16:00:00,2012-07-10 11:29:00,2012-07-10 11:30:00,48,,201209,201212,201303,201306,201309,201312
2012-07-11,O,2012-07-11 01:50:00,2012-07-11 16:00:00,2012-07-11 11:29:00,2012-07-11 11:30:00,47,,201209,201212,201303,201306,201309,201312
2012-07-12,O,2012-07-12 01:50:00,2012-07-12 16:00:00,2012-07-12 11:29:00,2012-07-12 11:30:00,46,,201209,201212,201303,201306,201309,201312
2012-07-13,O,2012-07-13 01:50:00,2012-07-13 16:00:00,2012-07-13 11:29:00,2012-07-13 11:30:00,45,,201209,201212,201303,201306,201309,201312
2012-07-16,O,2012-07-16 01:50:00,2012-07-16 16:00:00,2012-07-16 11:29:00,2012-07-16 11:30:00,44,,201209,201212,201303,201306,201309,201312
2012-07-17,O,2012-07-17 01:50:00,2012-07-17 16:00:00,2012-07-17 11:29:00,2012-07-17 11:30:00,43,,201209,201212,201303,201306,201309,201312
2012-07-18,O,2012-07-18 01:50:00,2012-07-18 16:00:00,2012-07-18 11:29:00,2012-07-18 11:30:00,42,,201209,201212,201303,201306,201309,201312
2012-07-19,O,2012-07-19 01:50:00,2012-07-19 16:00:00,2012-07-19 11:29:00,2012-07-19 11:30:00,41,,201209,201212,201303,201306,201309,201312
2012-07-20,O,2012-07-20 01:50:00,2012-07-20 16:00:00,2012-07-20 11:29:00,2012-07-20 11:30:00,40,,201209,201212,201303,201306,201309,201312
2012-07-23,O,2012-07-23 01:50:00,2012-07-23 16:00:00,2012-07-23 11:29:00,2012-07-23 11:30:00,39,,201209,201212,201303,201306,201309,201312
2012-07-24,O,2012-07-24 01:50:00,2012-07-24 16:00:00,2012-07-24 11:29:00,2012-07-24 11:30:00,38,,201209,201212,201303,201306,201309,201312
2012-07-25,O,2012-07-25 01:50:00,2012-07-25 16:00:00,2012-07-25 11:29:00,2012-07-25 11:30:00,37,,201209,201212,201303,201306,201309,201312
2012-07-26,O,2012-07-26 01:50:00,2012-07-26 16:00:00,2012-07-26 11:29:00,2012-07-26 11:30:00,36,,201209,201212,201303,201306,201309,201312
2012-07-27,O,2012-07-27 01:50:00,2012-07-27 16:00:00,2012-07-27 11:29:00,2012-07-27 11:30:00,35,,201209,201212,201303,201306,201309,201312
2012-07-30,O,2012-07-30 01:50:00,2012-07-30 16:00:00,2012-07-30 11:29:00,2012-07-30 11:30:00,34,,201209,201212,201303,201306,201309,201312
2012-07-31,O,2012-07-31 01:50:00,2012-07-31 16:00:00,2012-07-31 11:29:00,2012-07-31 11:30:00,33,,201209,201212,201303,201306,201309,201312
2012-08-01,O,2012-08-01 01:50:00,2012-08-01 16:00:00,2012-08-01 11:29:00,2012-08-01 11:30:00,32,,201209,201212,201303,201306,201309,201312
2012-08-02,O,2012-08-02 01:50:00,2012-08-02 16:00:00,2012-08-02 11:29:00,2012-08-02 11:30:00,31,,201209,201212,201303,201306,201309,201312
2012-08-03,O,2012-08-03 01:50:00,2012-08-03 16:00:00,2012-08-03 11:29:00,2012-08-03 11:30:00,30,,201209,201212,201303,201306,201309,201312
2012-08-06,O,2012-08-06 01:50:00,2012-08-06 16:00:00,2012-08-06 11:29:00,2012-08-06 11:30:00,29,,201209,201212,201303,201306,201309,201312
2012-08-07,O,2012-08-07 01:50:00,2012-08-07 16:00:00,2012-08-07 11:29:00,2012-08-07 11:30:00,28,,201209,201212,201303,201306,201309,201312
2012-08-08,O,2012-08-08 01:50:00,2012-08-08 16:00:00,2012-08-08 11:29:00,2012-08-08 11:30:00,27,,201209,201212,201303,201306,201309,201312
2012-08-09,O,2012-08-09 01:50:00,2012-08-09 16:00:00,2012-08-09 11:29:00,2012-08-09 11:30:00,26,,201209,201212,201303,201306,201309,201312
2012-08-10,O,2012-08-10 01:50:00,2012-08-10 16:00:00,2012-08-10 11:29:00,2012-08-10 11:30:00,25,,201209,201212,201303,201306,201309,201312
2012-08-13,O,2012-08-13 01:50:00,2012-08-13 16:00:00,2012-08-13 11:29:00,2012-08-13 11:30:00,24,,201209,201212,201303,201306,201309,201312
2012-08-14,O,2012-08-14 01:50:00,2012-08-14 16:00:00,2012-08-14 11:29:00,2012-08-14 11:30:00,23,,201209,201212,201303,201306,201309,201312
2012-08-15,O,2012-08-15 01:50:00,2012-08-15 16:00:00,2012-08-15 11:29:00,2012-08-15 11:30:00,22,,201209,201212,201303,201306,201309,201312
2012-08-16,O,2012-08-16 01:50:00,2012-08-16 16:00:00,2012-08-16 11:29:00,2012-08-16 11:30:00,21,,201209,201212,201303,201306,201309,201312
2012-08-17,O,2012-08-17 01:50:00,2012-08-17 16:00:00,2012-08-17 11:29:00,2012-08-17 11:30:00,20,,201209,201212,201303,201306,201309,201312
2012-08-20,O,2012-08-20 01:50:00,2012-08-20 16:00:00,2012-08-20 11:29:00,2012-08-20 11:30:00,19,,201209,201212,201303,201306,201309,201312
2012-08-21,O,2012-08-21 01:50:00,2012-08-21 16:00:00,2012-08-21 11:29:00,2012-08-21 11:30:00,18,,201209,201212,201303,201306,201309,201312
2012-08-22,O,2012-08-22 01:50:00,2012-08-22 16:00:00,2012-08-22 11:29:00,2012-08-22 11:30:00,17,,201209,201212,201303,201306,201309,201312
2012-08-23,O,2012-08-23 01:50:00,2012-08-23 16:00:00,2012-08-23 11:29:00,2012-08-23 11:30:00,16,,201209,201212,201303,201306,201309,201312
2012-08-24,O,2012-08-24 01:50:00,2012-08-24 16:00:00,2012-08-24 11:29:00,2012-08-24 11:30:00,15,,201209,201212,201303,201306,201309,201312
2012-08-27,O,2012-08-27 01:50:00,2012-08-27 16:00:00,2012-08-27 11:29:00,2012-08-27 11:30:00,14,,201209,201212,201303,201306,201309,201312
2012-08-28,O,2012-08-28 01:50:00,2012-08-28 16:00:00,2012-08-28 11:29:00,2012-08-28 11:30:00,13,,201209,201212,201303,201306,201309,201312
2012-08-29,O,2012-08-29 01:50:00,2012-08-29 16:00:00,2012-08-29 11:29:00,2012-08-29 11:30:00,12,,201209,201212,201303,201306,201309,201312
2012-08-30,O,2012-08-30 01:50:00,2012-08-30 16:00:00,2012-08-30 11:29:00,2012-08-30 11:30:00,11,,201209,201212,201303,201306,201309,201312
2012-08-31,O,2012-08-31 01:50:00,2012-08-31 16:00:00,2012-08-31 11:29:00,2012-08-31 11:30:00,10,,201209,201212,201303,201306,201309,201312
2012-09-03,O,2012-09-03 01:50:00,2012-09-03 16:00:00,2012-09-03 11:29:00,2012-09-03 11:30:00,9,,201209,201212,201303,201306,201309,201312
2012-09-04,O,2012-09-04 01:50:00,2012-09-04 16:00:00,2012-09-04 11:29:00,2012-09-04 11:30:00,8,,201209,201212,201303,201306,201309,201312
2012-09-05,O,2012-09-05 01:50:00,2012-09-05 16:00:00,2012-09-05 11:29:00,2012-09-05 11:30:00,7,,201209,201212,201303,201306,201309,201312
2012-09-06,O,2012-09-06 01:50:00,2012-09-06 16:00:00,2012-09-06 11:29:00,2012-09-06 11:30:00,6,,201209,201212,201303,201306,201309,201312
2012-09-07,O,2012-09-07 01:50:00,2012-09-07 16:00:00,2012-09-07 11:29:00,2012-09-07 11:30:00,5,,201209,201212,201303,201306,201309,201312
2012-09-10,O,2012-09-10 01:50:00,2012-09-10 16:00:00,2012-09-10 11:29:00,2012-09-10 11:30:00,4,,201209,201212,201303,201306,201309,201312
2012-09-11,O,2012-09-11 01:50:00,2012-09-11 16:00:00,2012-09-11 11:29:00,2012-09-11 11:30:00,3,,201209,201212,201303,201306,201309,201312
2012-09-12,O,2012-09-12 01:50:00,2012-09-12 16:00:00,2012-09-12 11:29:00,2012-09-12 11:30:00,2,,201209,201212,201303,201306,201309,201312
2012-09-13,O,2012-09-13 01:50:00,2012-09-13 16:00:00,2012-09-13 11:29:00,2012-09-13 11:30:00,1,,201209,201212,201303,201306,201309,201312
2012-09-14,O,2012-09-14 01:50:00,2012-09-14 16:00:00,2012-09-14 11:29:00,2012-09-14 11:30:00,0,,201209,201212,201303,201306,201309,201312
2012-09-17,O,2012-09-17 01:50:00,2012-09-17 16:00:00,2012-09-17 11:29:00,2012-09-17 11:30:00,64,201209,201212,201303,201306,201309,201312,201403
2012-09-18,O,2012-09-18 01:50:00,2012-09-18 16:00:00,2012-09-18 11:29:00,2012-09-18 11:30:00,63,201209,201212,201303,201306,201309,201312,201403
2012-09-19,O,2012-09-19 01:50:00,2012-09-19 16:00:00,2012-09-19 11:29:00,2012-09-19 11:30:00,62,201209,201212,201303,201306,201309,201312,201403
2012-09-20,O,2012-09-20 01:50:00,2012-09-20 16:00:00,2012-09-20 11:29:00,2012-09-20 11:30:00,61,201209,201212,201303,201306,201309,201312,201403
2012-09-21,O,2012-09-21 01:50:00,2012-09-21 16:00:00,2012-09-21 11:29:00,2012-09-21 11:30:00,60,201209,201212,201303,201306,201309,201312,201403
2012-09-24,O,2012-09-24 01:50:00,2012-09-24 16:00:00,2012-09-24 11:29:00,2012-09-24 11:30:00,59,,201212,201303,201306,201309,201312,201403
2012-09-25,O,2012-09-25 01:50:00,2012-09-25 16:00:00,2012-09-25 11:29:00,2012-09-25 11:30:00,58,,201212,201303,201306,201309,201312,201403
2012-09-26,O,2012-09-26 01:50:00,2012-09-26 16:00:00,2012-09-26 11:29:00,2012-09-26 11:30:00,57,,201212,201303,201306,201309,201312,201403
2012-09-27,O,2012-09-27 01:50:00,2012-09-27 16:00:00,2012-09-27 11:29:00,2012-09-27 11:30:00,56,,201212,201303,201306,201309,201312,201403
2012-09-28,O,2012-09-28 01:50:00,2012-09-28 16:00:00,2012-09-28 11:29:00,2012-09-28 11:30:00,55,,201212,201303,201306,201309,201312,201403
2012-10-01,O,2012-10-01 01:50:00,2012-10-01 16:00:00,2012-10-01 11:29:00,2012-10-01 11:30:00,54,,201212,201303,201306,201309,201312,201403
2012-10-02,O,2012-10-02 01:50:00,2012-10-02 16:00:00,2012-10-02 11:29:00,2012-10-02 11:30:00,53,,201212,201303,201306,201309,201312,201403
2012-10-03,O,2012-10-03 01:50:00,2012-10-03 16:00:00,2012-10-03 11:29:00,2012-10-03 11:30:00,52,,201212,201303,201306,201309,201312,201403
2012-10-04,O,2012-10-04 01:50:00,2012-10-04 16:00:00,2012-10-04 11:29:00,2012-10-04 11:30:00,51,,201212,201303,201306,201309,201312,201403
2012-10-05,O,2012-10-05 01:50:00,2012-10-05 16:00:00,2012-10-05 11:29:00,2012-10-05 11:30:00,50,,201212,201303,201306,201309,201312,201403
2012-10-08,O,2012-10-08 01:50:00,2012-10-08 16:00:00,2012-10-08 11:29:00,2012-10-08 11:30:00,49,,201212,201303,201306,201309,201312,201403
2012-10-09,O,2012-10-09 01:50:00,2012-10-09 16:00:00,2012-10-09 11:29:00,2012-10-09 11:30:00,48,,201212,201303,201306,201309,201312,201403
2012-10-10,O,2012-10-10 01:50:00,2012-10-10 16:00:00,2012-10-10 11:29:00,2012-10-10 11:30:00,47,,201212,201303,201306,201309,201312,201403
2012-10-11,O,2012-10-11 01:50:00,2012-10-11 16:00:00,2012-10-11 11:29:00,2012-10-11 11:30:00,46,,201212,201303,201306,201309,201312,201403
2012-10-12,O,2012-10-12 01:50:00,2012-10-12 16:00:00,2012-10-12 11:29:00,2012-10-12 11:30:00,45,,201212,201303,201306,201309,201312,201403
2012-10-15,O,2012-10-15 01:50:00,2012-10-15 16:00:00,2012-10-15 11:29:00,2012-10-15 11:30:00,44,,201212,201303,201306,201309,201312,201403
2012-10-16,O,2012-10-16 01:50:00,2012-10-16 16:00:00,2012-10-16 11:29:00,2012-10-16 11:30:00,43,,201212,201303,201306,201309,201312,201403
2012-10-17,O,2012-10-17 01:50:00,2012-10-17 16:00:00,2012-10-17 11:29:00,2012-10-17 11:30:00,42,,201212,201303,201306,201309,201312,201403
2012-10-18,O,2012-10-18 01:50:00,2012-10-18 16:00:00,2012-10-18 11:29:00,2012-10-18 11:30:00,41,,201212,201303,201306,201309,201312,201403
2012-10-19,O,2012-10-19 01:50:00,2012-10-19 16:00:00,2012-10-19 11:29:00,2012-10-19 11:30:00,40,,201212,201303,201306,201309,201312,201403
2012-10-22,O,2012-10-22 01:50:00,2012-10-22 16:00:00,2012-10-22 11:29:00,2012-10-22 11:30:00,39,,201212,201303,201306,201309,201312,201403
2012-10-23,O,2012-10-23 01:50:00,2012-10-23 16:00:00,2012-10-23 11:29:00,2012-10-23 11:30:00,38,,201212,201303,201306,201309,201312,201403
2012-10-24,O,2012-10-24 01:50:00,2012-10-24 16:00:00,2012-10-24 11:29:00,2012-10-24 11:30:00,37,,201212,201303,201306,201309,201312,201403
2012-10-25,O,2012-10-25 01:50:00,2012-10-25 16:00:00,2012-10-25 11:29:00,2012-10-25 11:30:00,36,,201212,201303,201306,201309,201312,201403
